Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj
PAPOLA	432.074	-0.816576	0.12479	-6.54333	6.01654e-11	2.03207e-10
PAPOLB	7.0494	-0.633513	0.86518	-0.730969	0.464798	0.535093
PAPOLG	65.9072	-0.212706	0.315741	-0.673646	0.500537	0.569806
PAPPA	54.7299	-3.03224	0.429259	-7.00992	2.38447e-12	8.66568e-12
PAPPA2	8.57538	0.924852	0.790176	1.16952	0.242193	0.30678
PAPSS1	342.295	0.618455	0.139101	4.44608	8.74508e-06	2.0671e-05
PAPSS2	76.1322	-0.917679	0.295232	-3.10737	0.00188761	0.00352452
PAQR3	109.976	0.417914	0.237984	1.75607	0.0790758	0.113179
PAQR4	611.544	0.301989	0.109028	2.76983	0.00560856	0.00985063
PAQR5	40.0421	-1.62765	0.412768	-3.93575	8.29356e-05	0.000179122
PAQR6	1837.17	4.66689	0.100591	46.3612	0	0
PAQR7	144.522	-0.417616	0.208774	-2.00023	0.0454753	0.0683786
PAQR8	482.407	2.53703	0.140133	18.0998	3.20048e-73	4.76703e-72
PAQR9	22.519	0.133574	0.497847	0.268314	0.788458	0.826717
PAR-SN	26.593	3.06024	0.552932	5.48072	4.23595e-08	1.19974e-07
PAR1	2.4373	1.2506	1.27629	0.973716	0.330198	0.401278
PAR5	58.0286	3.50051	0.406843	8.54108	1.32968e-17	6.06147e-17
PARD3	180.115	-1.7413	0.203827	-8.53886	1.35554e-17	6.17772e-17
PARD3B	14.1368	0.187892	0.619799	0.303168	0.761762	0.805221
PARD6A	200.749	3.12736	0.210685	14.8235	1.0321e-49	1.05103e-48
PARD6B	66.5467	-2.69077	0.367147	-7.29725	2.93699e-13	1.11325e-12
PARD6G	60.3884	-0.731235	0.3166	-2.30903	0.0209419	0.0334376
PARG	56.4124	-0.172027	0.32385	-0.531172	0.5953	0.658425
PARK2	52.9829	3.74587	0.445994	8.31103	9.48779e-17	4.15662e-16
PARK7	780.347	0.179533	0.0955774	1.8784	0.060326	0.0886721
PARL	142.547	-0.299725	0.209264	-1.43224	0.152076	0.204047
PARM1	245.648	4.31603	0.236621	18.1664	9.53122e-74	1.42692e-72
PARN	207.955	-0.956523	0.176898	-5.40653	6.42565e-08	1.79959e-07
PARP1	1319.65	-1.10293	0.0812686	-13.5711	5.93833e-42	5.24906e-41
PARP10	283.014	-0.653471	0.150483	-4.34229	1.41006e-05	3.2657e-05
PARP11	28.3298	-0.17673	0.448769	-0.39378	0.693743	0.74563
PARP12	115.217	-2.67545	0.279728	-9.54107	1.41361e-21	7.40837e-21
PARP14	161.956	-1.17815	0.203622	-5.78463	7.26737e-09	2.16528e-08
PARP15	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
PARP16	85.5648	-0.996055	0.276604	-3.59988	0.000318365	0.000649614
PARP2	151.229	-0.277521	0.202096	-1.37319	0.169694	0.224291
PARP3	145.873	-0.199532	0.20427	-0.976786	0.328675	0.399815
PARP4	165.087	-2.26159	0.227534	-9.92933	3.10338e-23	1.71827e-22
PARP6	338.135	0.862788	0.138592	6.22528	4.80691e-10	1.54162e-09
PARP8	49.4228	0.0138448	0.343184	0.0403423	0.96782	0.974485
PARP9	67.8962	-0.64958	0.303195	-2.14205	0.0321895	0.0497882
PARS2	55.2678	-0.88862	0.337464	-2.63216	0.00848436	0.0145108
PART1	80.2551	4.14232	0.392116	10.453	1.41941e-25	8.38236e-25
PARVA	221.255	-0.467073	0.175629	-2.65934	0.00782947	0.0134735
PARVB	217.92	-1.01812	0.185081	-5.50019	3.7938e-08	1.07747e-07
PARVG	37.0549	-0.0655429	0.396868	-0.165147	0.868829	0.893894
PASD1	28.6232	-5.03815	0.881172	-5.05795	4.23784e-07	1.11715e-06
PASK	161.068	-1.22999	0.205498	-5.98386	2.17909e-09	6.70894e-09
PATE3	1.3109	0.797385	1.48044	0.536937	0.591311	NA
PATE4	1.52112	0.396512	1.42922	0.27745	0.781434	NA
PATL1	244.304	-1.26932	0.167353	-7.58333	3.36797e-14	1.32916e-13
PATL2	3.38352	-0.254919	1.12674	-0.226095	0.821127	0.855041
PATZ1	421.455	-0.215565	0.129946	-1.65887	0.0971419	0.136193
PAWR	63.2921	-3.62871	0.443549	-8.07834	6.56546e-16	2.77852e-15
PAX1	1.3109	0.797385	1.48044	0.536937	0.591311	NA
PAX2	15.5663	4.67055	0.935203	4.49736	6.88034e-06	1.64315e-05
PAX3	26.4024	-0.912185	0.477649	-1.90806	0.0563837	0.0833734
PAX5	3.57204	-1.33395	1.15535	-1.13976	0.254387	0.320169
PAX6	223.334	3.33185	0.212774	15.6353	4.18556e-55	4.68964e-54
PAX7	15.0357	4.17339	0.864772	4.53286	5.81912e-06	1.39904e-05
PAX8	25.1838	-1.17295	0.51953	-2.25453	0.0241631	0.0381196
PAX9	18.433	-3.27957	0.743952	-4.27581	1.90447e-05	4.3499e-05
PAXIP1	185.768	-0.147381	0.180945	-0.8145	0.415358	0.488169
PBK	65.8037	-6.20839	0.828155	-6.41521	1.40626e-10	4.64411e-10
PBLD	21.6416	1.15529	0.520348	2.21895	0.0264902	0.0415071
PBOV1	1.51379	0.404298	1.43013	0.282614	0.777473	NA
PBRM1	225.879	-0.620058	0.169223	-3.66394	0.000248362	0.000512014
PBX1	401.159	0.99168	0.130544	7.59637	3.04555e-14	1.20517e-13
PBX2	242.711	-0.665388	0.165576	-4.01839	5.85961e-05	0.000128452
PBX3	93.1075	-0.497998	0.264743	-1.88089	0.0599874	0.0881967
PBX4	19.4876	-1.11473	0.554802	-2.00576	0.0448817	0.0675786
PBXIP1	716.247	1.06894	0.10242	10.4367	1.68628e-25	9.93536e-25
PC	784.609	1.39547	0.101886	13.696	1.07203e-42	9.61153e-42
PCA3	1.73508	0.115556	1.38893	0.0832313	0.933668	NA
PCBD1	192.074	0.127097	0.180189	0.705359	0.480587	0.55056
PCBD2	28.4156	-0.67529	0.453517	-1.48828	0.136677	0.18527
PCBP1	2085.71	-0.50429	0.0665678	-7.57556	3.57573e-14	1.40893e-13
PCBP2	1902.7	-0.890493	0.0686459	-12.9721	1.76113e-38	1.43724e-37
PCBP3	175.587	3.15737	0.232704	13.5467	8.29236e-42	7.29677e-41
PCBP4	846.01	2.07932	0.0973806	21.3508	3.83612e-101	7.97495e-100
PCCA	113.135	0.158929	0.230271	0.690186	0.490078	0.559606
PCCB	281.675	-0.561024	0.1532	-3.66189	0.000250362	0.000515835
PCDH1	582.86	2.50059	0.118571	21.0849	1.09493e-98	2.20823e-97
PCDH10	310.561	3.39171	0.18082	18.7354	2.54768e-78	4.07118e-77
PCDH11X	9.25635	2.75715	0.868182	3.11348	0.00184898	0.00345681
PCDH11Y	4.97562	2.94873	1.12986	2.48265	0.0130409	0.0216026
PCDH12	16.2396	0.986993	0.586504	1.68206	0.0925579	0.130349
PCDH15	14.7704	3.03239	0.723152	4.12146	3.76474e-05	8.38702e-05
PCDH17	161.501	6.01133	0.444178	13.1057	3.05389e-39	2.54191e-38
PCDH18	30.1314	0.468253	0.431798	1.08445	0.278166	0.345732
PCDH19	80.6005	3.87934	0.373832	10.2954	7.39478e-25	4.29064e-24
PCDH20	32.0102	5.28288	0.781127	6.19014	6.01105e-10	1.9152e-09
PCDH7	291.558	1.47248	0.154366	9.53805	1.45538e-21	7.62045e-21
PCDH8	176.99	4.69357	0.309419	15.0464	3.64711e-51	3.82043e-50
PCDH9	370.211	5.53235	0.26064	21.04	2.82376e-98	5.66884e-97
PCDHA1	21.4581	4.35372	0.764961	5.40364	6.53015e-08	1.82827e-07
PCDHA10	21.7883	3.64001	0.667883	5.32437	1.01301e-07	2.79645e-07
PCDHA11	29.6426	1.19194	0.471469	2.52708	0.0115014	0.0192494
PCDHA12	14.7563	2.07968	0.650606	3.18088	0.00146829	0.00278004
PCDHA13	10.5658	2.09768	0.764122	2.726	0.00641063	0.0111766
PCDHA2	9.11121	1.84099	0.792997	2.30883	0.0209529	0.0334521
PCDHA3	18.2803	4.1187	0.78479	5.00364	5.62567e-07	1.47062e-06
PCDHA4	13.6793	2.7114	0.724446	3.69633	0.000218735	0.000453226
PCDHA5	20.9807	3.79071	0.698619	5.27254	1.34547e-07	3.68235e-07
PCDHA6	32.469	2.71818	0.481081	5.62054	1.90365e-08	5.50453e-08
PCDHA7	12.0118	1.34005	0.687986	1.94457	0.0518267	0.0772403
PCDHA8	8.48787	2.35955	0.856761	2.71888	0.00655025	0.0114053
PCDHA9	10.602	3.64588	0.91446	3.78938	0.000151022	0.000318261
PCDHAC1	7.56465	1.50776	0.848941	1.76949	0.0768116	0.110335
PCDHAC2	106.248	5.17172	0.437373	11.5654	6.17313e-31	4.20799e-30
PCDHB1	1.3293	0.81223	1.47801	0.548102	0.583622	NA
PCDHB10	22.5085	2.36578	0.549497	4.2847	1.82985e-05	4.18763e-05
PCDHB11	9.16437	2.75024	0.861423	3.12952	0.00175093	0.00328434
PCDHB12	12.9724	1.15681	0.651732	1.77326	0.0761859	0.109534
PCDHB13	11.4251	-0.426513	0.689247	-0.618451	0.536278	0.605621
PCDHB14	37.0002	1.86292	0.422193	4.40639	1.05106e-05	2.46419e-05
PCDHB15	36.8788	1.62832	0.415958	3.91099	9.19177e-05	0.000197621
PCDHB16	23.6445	0.939319	0.506154	1.85526	0.0635586	0.0930332
PCDHB17	3.27058	1.31164	1.17268	1.11266	0.265853	0.332738
PCDHB18	10.1136	2.89458	0.848397	3.33942	0.000839538	0.00163292
PCDHB19P	4.09851	1.7295	1.11103	1.54078	0.12337	0.16914
PCDHB2	31.2816	-0.893207	0.438162	-2.03705	0.0416448	0.0630922
PCDHB3	11.2821	0.653378	0.690661	0.945904	0.344198	0.415529
PCDHB4	33.9966	2.86787	0.487332	5.84981	4.92123e-09	1.48543e-08
PCDHB5	39.1911	-0.0733913	0.394697	-0.185942	0.85249	0.880699
PCDHB6	18.4207	2.86469	0.641354	4.41687	1.00141e-05	2.35353e-05
PCDHB7	15.3579	1.49163	0.619656	2.40296	0.0162628	0.0264602
PCDHB8	6.40407	-0.420309	0.887254	-0.473214	0.636061	0.69612
PCDHB9	10.1126	1.85162	0.78633	2.34301	0.0191289	0.0307838
PCDHGA1	11.0233	1.41059	0.720625	1.95349	0.0507621	0.0757438
PCDHGA10	15.879	2.07689	0.635499	3.2535	0.00113994	0.00218667
PCDHGA11	22.4596	1.55994	0.51646	3.01634	0.00255849	0.00468936
PCDHGA12	42.4891	1.57749	0.384686	4.09771	4.1725e-05	9.26249e-05
PCDHGA2	26.5561	1.55983	0.476305	3.27111	0.00107128	0.00206103
PCDHGA3	17.7922	2.96055	0.666285	4.38626	1.15318e-05	2.69532e-05
PCDHGA4	27.5635	2.36068	0.501452	4.68949	2.73881e-06	6.77023e-06
PCDHGA5	21.6322	2.98044	0.619439	4.75991	1.93677e-06	4.84702e-06
PCDHGA6	28.845	2.28575	0.492595	4.62488	3.74822e-06	9.16093e-06
PCDHGA7	21.0411	0.918859	0.532346	1.72554	0.0844298	0.120078
PCDHGA8	3.45939	-0.788358	1.13995	-0.688187	0.491335	0.56075
PCDHGA9	40.244	3.95424	0.527893	7.36084	1.8275e-13	6.98896e-13
PCDHGB1	23.9162	1.41814	0.496076	2.85596	0.00429074	0.0076564
PCDHGB2	34.3139	2.97224	0.492126	5.99915	1.98354e-09	6.13163e-09
PCDHGB3	8.12348	0.954905	0.797059	1.19704	0.231292	0.294546
PCDHGB4	17.109	0.0952255	0.591787	0.160925	0.872153	0.896671
PCDHGB5	28.0373	1.18247	0.46255	2.55521	0.0106125	0.0178787
PCDHGB6	21.6528	2.72642	0.584695	4.62589	3.72992e-06	9.12255e-06
PCDHGB7	80.4275	1.70176	0.282675	6.01726	1.77389e-09	5.49616e-09
PCDHGB8P	3.07904	0.469129	1.17063	0.40089	0.688501	0.740904
PCDHGC3	647.5	1.95921	0.109277	17.9273	7.22023e-72	1.05309e-70
PCDHGC4	126.864	5.78596	0.471007	11.8819	1.46982e-32	1.03948e-31
PCDHGC5	133.926	4.77452	0.35255	13.3824	7.66807e-41	6.59206e-40
PCDP1	10.0692	4.03032	0.99348	3.72923	0.000192064	0.000400946
PCF11	266.366	-0.453725	0.157561	-2.8796	0.00398175	0.0071311
PCGF1	63.7918	0.139898	0.302862	0.461923	0.644136	0.702731
PCGF2	137.739	-0.781968	0.223816	-3.49335	0.000477003	0.000955312
PCGF3	482.929	0.282196	0.117747	2.39663	0.0165468	0.0268973
PCGF5	197.827	0.677739	0.175971	3.85139	0.000117447	0.000250028
PCGF6	24.8918	-1.98852	0.536918	-3.68536	0.000228375	0.000472421
PCID2	183.569	-1.05797	0.188562	-5.60979	2.02575e-08	5.84892e-08
PCIF1	429.483	0.578353	0.125042	4.62526	3.74122e-06	9.1451e-06
PCK1	54.7558	-3.20862	0.438221	-7.25362	4.05763e-13	1.52944e-12
PCK2	319.086	-2.85085	0.175871	-16.1926	5.69073e-59	6.87196e-58
PCLO	499.043	5.15723	0.205351	25.0007	6.00614e-138	1.82641e-136
PCM1	466.965	-0.131766	0.12593	-1.04634	0.295404	0.36419
PCMT1	494.861	0.843144	0.117353	7.18464	6.7384e-13	2.51825e-12
PCMTD1	93.5792	0.62427	0.250638	2.4907	0.012749	0.0211566
PCMTD2	267.111	0.625886	0.157473	3.97455	7.05113e-05	0.000153479
PCNA	241.635	-2.9677	0.205031	-14.4512	2.46505e-47	2.40532e-46
PCNAP1	1.83667	-0.785886	1.38148	-0.564407	0.572477	NA
PCNP	280.667	0.235836	0.149173	1.58097	0.113886	0.157391
PCNT	622.156	-0.102183	0.105015	-0.973029	0.330539	0.401637
PCNX	326.413	0.388145	0.139821	2.77602	0.00550296	0.00967679
PCNXL2	341.356	2.80535	0.157088	17.8487	2.9558e-71	4.27203e-70
PCNXL3	790.041	-0.755189	0.0968024	-7.80119	6.13276e-15	2.49317e-14
PCOLCE	547.225	-3.64999	0.157607	-23.1252	2.58481e-118	6.42394e-117
PCOLCE2	49.3176	-3.56844	0.493061	-7.12736	1.02315e-12	3.78178e-12
PCOTH	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
PCP2	67.644	3.95758	0.413619	9.47029	2.79055e-21	1.44861e-20
PCP4	134.587	4.48639	0.330674	13.4479	3.16575e-41	2.74167e-40
PCP4L1	97.0583	6.54455	0.65762	9.09292	9.64146e-20	4.76264e-19
PCSK1	167.011	1.59293	0.20101	7.9231	2.31654e-15	9.56827e-15
PCSK1N	2053.48	4.52851	0.0950986	47.5927	0	0
PCSK2	280.371	3.70374	0.19957	18.5245	1.30996e-76	2.04307e-75
PCSK4	72.9458	-0.395122	0.289101	-1.36661	0.171746	0.226746
PCSK5	19.4593	0.679366	0.536363	1.26649	0.205336	0.265872
PCSK6	446.753	1.30478	0.125737	10.3767	3.16588e-25	1.85347e-24
PCSK7	248.415	-0.144085	0.158591	-0.908526	0.3636	0.435001
PCSK9	294.913	-1.40619	0.15495	-9.07348	1.15278e-19	5.68007e-19
PCTP	67.8095	-1.74316	0.332221	-5.24022	1.60383e-07	4.36088e-07
PCYOX1	321.997	-0.314576	0.141303	-2.22622	0.0259993	0.0407744
PCYOX1L	147.574	0.604175	0.204929	2.9482	0.00319632	0.00579007
PCYT1A	86.6011	-0.305673	0.262104	-1.16617	0.243546	0.30816
PCYT1B	106.485	1.84014	0.249659	7.3672	1.74246e-13	6.66953e-13
PCYT2	544.975	0.418011	0.110518	3.78228	0.000155396	0.000326968
PDAP1	522.441	-0.704103	0.115101	-6.11707	9.53129e-10	3.0073e-09
PDC	1.52112	0.396512	1.42922	0.27745	0.781434	NA
PDCD1	8.72442	-1.51414	0.835672	-1.79914	0.0719967	0.103954
PDCD10	61.2477	-1.16916	0.324051	-3.60574	0.00031127	0.000635654
PDCD11	449.454	-1.61624	0.131593	-12.2802	1.15758e-34	8.5954e-34
PDCD1LG2	3.8909	-0.999852	1.09512	-0.90705	0.36438	0.435726
PDCD2	179.579	-1.85923	0.204066	-9.10567	8.57346e-20	4.24583e-19
PDCD2L	56.0773	-0.753593	0.329294	-2.28782	0.0221483	0.0351973
PDCD4	172.232	-0.564976	0.189837	-2.97593	0.00292097	0.00531378
PDCD5	137.924	-0.688289	0.22054	-3.12061	0.00180476	0.00337738
PDCD6	491.303	-0.764388	0.118517	-6.44939	1.12299e-10	3.72756e-10
PDCD6IP	464.366	-0.660117	0.123617	-5.33987	9.30108e-08	2.57611e-07
PDCD7	210.479	-0.410924	0.182516	-2.25137	0.0243618	0.0384123
PDCL	113.661	-0.320814	0.232009	-1.38271	0.166754	0.22077
PDCL2	1.3293	0.81223	1.47801	0.548102	0.583622	NA
PDCL3	39.5934	-0.606018	0.393692	-1.53886	0.123839	0.169677
PDDC1	585.668	0.593043	0.107962	5.49304	3.95071e-08	1.12076e-07
PDE10A	48.6199	1.46794	0.358208	4.09585	4.20615e-05	9.33365e-05
PDE11A	14.8973	-0.885296	0.63117	-1.40062	0.161327	0.21443
PDE12	130.283	-0.21295	0.215542	-0.987955	0.323175	0.394711
PDE1A	106.955	3.04898	0.283445	10.7316	7.23132e-27	4.40865e-26
PDE1B	354.461	4.84084	0.223297	21.5765	2.98317e-103	6.35999e-102
PDE1C	82.3137	2.11713	0.287992	7.34459	2.06397e-13	7.88127e-13
PDE2A	629.694	2.69116	0.11682	23.031	2.28018e-117	5.59553e-116
PDE3A	89.3042	-1.20527	0.269108	-4.47675	7.57871e-06	1.80282e-05
PDE3B	109.237	-0.794746	0.237815	-3.3413	0.000833864	0.00162242
PDE4A	475.299	2.08304	0.126824	16.4222	1.32656e-60	1.63339e-59
PDE4B	294.068	1.86364	0.156386	11.9149	9.90119e-33	7.0363e-32
PDE4C	29.5856	0.634178	0.443697	1.42924	0.152935	0.205074
PDE4D	112.101	0.0876169	0.230151	0.380696	0.703429	0.754823
PDE4DIP	929.944	2.83375	0.101826	27.8239	2.23154e-170	9.02178e-169
PDE5A	54.1491	-0.386127	0.340955	-1.13235	0.257485	0.323689
PDE6A	2.94066	1.12564	1.20319	0.932035	0.351318	0.422526
PDE6B	77.7781	2.1858	0.307383	7.10353	1.21611e-12	4.47712e-12
PDE6C	1.73508	0.115556	1.38893	0.0832313	0.933668	NA
PDE6D	108.743	0.735455	0.237177	3.10081	0.00192991	0.00359624
PDE6G	3.65826	-0.0404074	1.09425	-0.0369192	0.970549	0.976791
PDE6H	1.3109	0.797385	1.48044	0.536937	0.591311	NA
PDE7A	122.411	-1.51064	0.238988	-6.31764	2.65579e-10	8.63256e-10
PDE7B	51.1994	0.82998	0.339413	2.44515	0.0144794	0.023779
PDE8A	188.312	-0.194737	0.180604	-1.07824	0.280926	0.348767
PDE8B	168.025	1.88287	0.201622	9.33568	1.00344e-20	5.12559e-20
PDE9A	65.5137	0.117126	0.300136	0.390247	0.696354	0.748345
PDF	53.3148	-1.41227	0.377369	-3.73861	0.000185041	0.000386793
PDGFA	336.1	0.613099	0.147181	4.16561	3.1052e-05	6.9708e-05
PDGFB	136.386	0.922348	0.213696	4.31599	1.58892e-05	3.65964e-05
PDGFC	45.5188	-1.74648	0.400269	-4.35483	1.33173e-05	3.09245e-05
PDGFD	10.1971	-0.470887	0.728799	-0.645629	0.51852	0.58809
PDGFRA	160.727	-0.16747	0.195512	-0.856565	0.391685	0.463667
PDGFRB	337.831	0.933813	0.138104	6.76156	1.36516e-11	4.76868e-11
PDGFRL	15.628	-1.00721	0.624919	-1.60884	0.107652	0.149648
PDHA1	523.041	-0.607711	0.113466	-5.35579	8.51843e-08	2.36532e-07
PDHA2	14.0413	-0.510291	0.64331	-0.792756	0.42792	0.50036
PDHB	256.815	-0.0552708	0.162692	-0.339725	0.734063	0.781274
PDHX	168.76	0.204798	0.193672	1.05746	0.290304	0.358659
PDIA2	505.627	3.01976	0.136715	22.0777	5.18262e-108	1.15988e-106
PDIA3	560.548	-1.58225	0.122306	-12.9353	2.8443e-38	2.30726e-37
PDIA3P	269.43	-1.74172	0.16657	-10.453	1.41983e-25	8.38236e-25
PDIA4	1207.12	-2.75407	0.095226	-28.9144	7.87111e-184	3.50524e-182
PDIA5	80.5464	-3.997	0.42605	-9.24647	2.32038e-20	1.16858e-19
PDIA6	806.101	-2.66685	0.116458	-22.8922	5.56176e-116	1.33497e-114
PDIK1L	62.6453	0.0320446	0.304516	0.105232	0.916192	0.932134
PDILT	2.8658	-1.5476	1.25876	-1.20263	0.229118	0.292181
PDK1	163.229	-2.66192	0.238968	-11.1205	9.97092e-29	6.37108e-28
PDK2	769.982	2.73823	0.107731	25.4118	1.86877e-142	5.96171e-141
PDK3	287.499	0.177833	0.150367	1.18266	0.236944	0.30087
PDK4	153.749	0.706909	0.20649	3.42343	0.000618364	0.00122155
PDLIM1	244.067	-3.17169	0.212342	-14.9071	2.96354e-50	3.04797e-49
PDLIM2	297.616	0.715743	0.145574	4.91667	8.80273e-07	2.26503e-06
PDLIM3	75.7844	1.89921	0.302362	6.27682	3.45573e-10	1.11686e-09
PDLIM4	177.5	-0.565263	0.188279	-3.00208	0.00268143	0.00490393
PDLIM5	178.478	-0.0671426	0.18861	-0.355985	0.721852	0.770648
PDLIM7	359.498	-2.14346	0.151105	-14.1794	1.22915e-45	1.1645e-44
PDP1	337.164	2.52602	0.16045	15.7375	8.37063e-56	9.53709e-55
PDP2	96.6787	-0.251065	0.256253	-0.979723	0.327223	0.398461
PDPK1	372.805	1.40688	0.136039	10.3412	4.58837e-25	2.67467e-24
PDPN	102.599	-0.795974	0.247184	-3.21958	0.00128378	0.002446
PDPR	340.115	-0.611661	0.142959	-4.27844	1.88206e-05	4.30151e-05
PDRG1	191.515	-0.126036	0.177971	-0.708179	0.478834	0.548767
PDS5A	406.858	-1.1301	0.132855	-8.50555	1.80731e-17	8.18773e-17
PDS5B	201.571	0.607822	0.179339	3.38923	0.000700886	0.00137482
PDSS1	31.0785	-1.76359	0.470623	-3.73625	0.000186786	0.000390161
PDSS2	58.5335	-0.977161	0.334722	-2.918	0.00352282	0.00635006
PDXDC1	475.083	-0.688929	0.119735	-5.75363	8.73489e-09	2.58802e-08
PDXDC2	28.771	0.271631	0.445995	0.609073	0.542476	0.611126
PDXK	2077.45	1.09399	0.0696231	15.713	1.23241e-55	1.40051e-54
PDXP	1236.8	1.83359	0.0837134	21.9024	2.4623e-106	5.41398e-105
PDYN	14.5304	4.11988	0.865669	4.47484	7.64668e-06	1.81874e-05
PDZD11	111.393	-0.0736384	0.233737	-0.315046	0.752727	0.797593
PDZD2	384.02	3.47086	0.163092	21.2594	2.701e-100	5.56894e-99
PDZD4	3078.98	4.5243	0.0802269	56.3736	0	0
PDZD7	110.376	3.48492	0.297353	11.6758	1.69492e-31	1.17175e-30
PDZD8	176.958	0.635148	0.187851	3.38111	0.00072194	0.0014139
PDZD9	2.7415	1.4637	1.24111	1.16849	0.242608	0.307084
PDZK1	8.82774	0.6843	0.791513	0.864483	0.387322	0.459528
PDZK1IP1	2.15553	-0.353649	1.30747	-0.27006	0.787114	0.825555
PDZRN3	178.028	0.916431	0.18856	4.85999	1.1739e-06	2.99074e-06
PDZRN4	16.7388	4.77852	0.925659	4.63192	3.62293e-06	8.87325e-06
PEA15	3081.31	2.8869	0.0645464	44.7233	0	0
PEAR1	54.1985	0.924939	0.336029	2.75226	0.00591846	0.0103607
PEBP1	3542.02	1.90844	0.0582721	32.7501	3.0301e-235	1.87866e-233
PEBP4	9.68408	3.96443	1.00864	3.62445	0.000289581	0.000593463
PECAM1	45.9174	2.93041	0.418089	6.97545	3.04897e-12	1.10099e-11
PECI	161.411	-1.08208	0.201458	-5.37019	7.86558e-08	2.18993e-07
PECR	45.7445	-1.76923	0.397556	-4.44128	8.9424e-06	2.11261e-05
PEF1	439.578	0.552987	0.123925	4.46226	8.10983e-06	1.92317e-05
PEG10	2468.88	-0.54051	0.0688126	-7.85479	4.00433e-15	1.6412e-14
PEG3	1068.61	1.13327	0.0847557	13.3709	8.9476e-41	7.677e-40
PELI1	116.387	0.802803	0.226619	3.54242	0.000396473	0.000801627
PELI2	123.018	0.902671	0.226756	3.98063	6.87323e-05	0.000149774
PELI3	467.806	2.9737	0.139807	21.2599	2.66733e-100	5.50599e-99
PELO	196.944	-1.12584	0.186878	-6.02338	1.70807e-09	5.29783e-09
PELP1	771.422	-0.139907	0.0976868	-1.4322	0.152087	0.204047
PEMT	131.114	-0.693667	0.220336	-3.14787	0.00164464	0.0030969
PENK	63.7582	5.94592	0.676766	8.10739	5.17194e-16	2.1962e-15
PEPD	400.936	0.312309	0.126766	2.46368	0.0137517	0.0226924
PER1	721.312	1.46652	0.101431	14.4578	2.23838e-47	2.18557e-46
PER2	174.893	0.852417	0.193832	4.39762	1.09444e-05	2.56177e-05
PER3	365.553	1.80571	0.141444	12.7647	2.58249e-37	2.04018e-36
PERP	321.434	-3.18107	0.185099	-17.1596	5.3246e-66	7.09381e-65
PES1	502.171	-1.2922	0.123465	-10.4652	1.24874e-25	7.39465e-25
PET112L	167.817	0.945513	0.194818	4.85315	1.21517e-06	3.09229e-06
PET117	26.6646	0.64858	0.45965	1.41098	0.158252	0.210834
PEX1	101.489	0.0144832	0.248142	0.0583664	0.953457	0.96284
PEX10	154.009	0.0223883	0.196895	0.113707	0.90947	0.926365
PEX11A	24.3567	-0.375329	0.491645	-0.763237	0.445322	0.516608
PEX11B	160.249	0.988469	0.201992	4.89337	9.91238e-07	2.54087e-06
PEX11G	17.2647	0.960004	0.567611	1.69064	0.0909058	0.128404
PEX12	59.6952	0.494648	0.315491	1.56787	0.116911	0.16114
PEX13	69.0692	-0.213646	0.29457	-0.72525	0.468299	0.538699
PEX14	318.399	0.592072	0.14306	4.13863	3.49381e-05	7.80326e-05
PEX16	206.125	0.664621	0.172418	3.85468	0.000115883	0.000246907
PEX19	377.285	0.309226	0.12978	2.3827	0.0171863	0.0278801
PEX2	84.5998	-0.108415	0.268822	-0.403291	0.686734	0.73956
PEX26	194.859	0.802669	0.182798	4.39093	1.12866e-05	2.63905e-05
PEX3	39.9035	-0.700298	0.388399	-1.80238	0.0714856	0.103302
PEX5	561.791	0.564468	0.110817	5.09369	3.51169e-07	9.32024e-07
PEX5L	109.073	3.08098	0.282069	10.8967	1.19536e-27	7.42961e-27
PEX6	419.138	0.324413	0.128448	2.52563	0.0115489	0.0193264
PEX7	25.7986	0.482031	0.46718	1.0318	0.302167	0.371458
PFAS	419.426	-1.58527	0.136533	-11.6089	3.71315e-31	2.54397e-30
PFDN1	187.652	0.588058	0.182141	3.22858	0.00124405	0.00237391
PFDN2	307.127	-0.260272	0.1437	-1.8112	0.0701096	0.101539
PFDN4	54.7977	-1.37432	0.34596	-3.96868	7.22707e-05	0.00015723
PFDN5	694.658	-0.143565	0.0990313	-1.44969	0.147145	0.198204
PFDN6	186.893	-0.549637	0.181892	-3.02161	0.00251436	0.00461353
PFKFB1	3.26354	0.278877	1.13414	0.245972	0.805704	0.841731
PFKFB2	152.873	0.672798	0.198393	3.39121	0.000695846	0.0013657
PFKFB3	888.707	0.860203	0.0961891	8.94279	3.79463e-19	1.83215e-18
PFKFB4	353.538	-3.13579	0.176638	-17.7294	2.48723e-70	3.55093e-69
PFKL	2062.9	-0.455552	0.0672491	-6.77407	1.25213e-11	4.38082e-11
PFKM	904.984	1.28973	0.090788	14.2057	8.4484e-46	8.03445e-45
PFKP	1814.91	0.252165	0.0709361	3.55482	0.000378245	0.000766184
PFN1	2911.79	-2.30658	0.0655437	-35.1895	2.89633e-271	2.38587e-269
PFN2	1207.18	1.81691	0.0836235	21.7264	1.15411e-104	2.5031e-103
PFN4	3.46672	-0.791328	1.13975	-0.690911	0.489622	0.559267
PGA5	1.52112	0.396512	1.42922	0.27745	0.781434	NA
PGAM1	75.8617	-0.224222	0.281246	-0.797215	0.425326	0.497717
